url,channel,start,end,dead_air,transcript_before_deadair,call_duration
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/49a86865228a44534c48da0f661d17bl.mp3,Merged,115.15,136.0,2.5800000000000125,,136.88
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/19c71ddc3a43f283f4ffcf622de017b4.mp3,Merged,1.64,4.03,1.64,,21.34
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/19c71ddc3a43f283f4ffcf622de017b4.mp3,Merged,4.97,5.65,0.9399999999999996,,21.34
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/19c71ddc3a43f283f4ffcf622de017b4.mp3,Merged,6.54,9.89,0.8899999999999997,,21.34
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/19c71ddc3a43f283f4ffcf622de017b4.mp3,Merged,10.82,21.15,0.9299999999999996,,21.34
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,0.53,18.82,0.53,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,19.89,21.2,1.0700000000000005,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,22.35,37.72,1.150000000000002,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,38.57,91.38,0.8500000000000014,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,92.83,114.66,1.4500000000000028,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,116.1,123.22,1.4399999999999975,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,126.14,126.8,2.9200000000000017,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,130.48,139.4,3.6799999999999926,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,143.08,152.66,3.680000000000007,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/14983fc23d1bc77ab77e2211c4bd17b7.mp3,Merged,158.34,172.54,5.680000000000007,,173.86
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,1.28,48.89,1.28,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,50.65,68.36,1.759999999999998,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,69.35,73.05,0.9899999999999948,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,76.34,79.24,3.2900000000000063,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,86.63,119.58,7.390000000000001,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,121.86,161.94,2.280000000000001,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,163.05,202.01,1.1100000000000136,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,202.91,203.73,0.9000000000000057,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/9ea85fdf881713a6477b01ad5e7217b7.mp3,Merged,204.64,214.92,0.9099999999999966,,214.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,0.5,6.46,0.5,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,7.97,21.38,1.5099999999999998,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,22.22,23.3,0.8399999999999999,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,24.81,25.81,1.509999999999998,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,26.78,27.7,0.9700000000000024,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,28.51,32.01,0.8100000000000023,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,33.23,36.48,1.2199999999999989,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,37.68,39.16,1.2000000000000028,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/55b3a331537b38ad9810435436a617b9.mp3,Merged,40.25,57.04,1.0900000000000034,,59.6
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fd557cca7abc40ac152f79a8e61817b7.mp3,Merged,1.91,4.37,1.91,,33.96
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fd557cca7abc40ac152f79a8e61817b7.mp3,Merged,5.68,8.38,1.3099999999999996,,33.96
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fd557cca7abc40ac152f79a8e61817b7.mp3,Merged,9.43,20.06,1.049999999999999,,33.96
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/fd557cca7abc40ac152f79a8e61817b7.mp3,Merged,20.89,33.49,0.8300000000000018,,33.96
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,1.43,5.8,1.43,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,6.7,10.21,0.9000000000000004,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,11.43,49.72,1.2199999999999989,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,50.94,52.78,1.2199999999999989,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,53.88,57.17,1.1000000000000014,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,58.46,72.18,1.2899999999999991,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,73.08,83.98,0.8999999999999915,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,85.14,86.19,1.1599999999999966,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,87.67,91.84,1.480000000000004,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,93.22,120.57,1.3799999999999957,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,122.71,129.87,2.140000000000001,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,131.6,145.93,1.7299999999999898,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,146.95,149.55,1.0199999999999818,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,151.62,170.69,2.069999999999993,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,171.98,186.78,1.289999999999992,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,187.97,197.97,1.1899999999999975,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,199.99,207.34,2.0200000000000102,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,208.17,210.45,0.8299999999999841,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,212.3,216.83,1.8500000000000227,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,217.68,224.95,0.8499999999999943,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,225.92,243.4,0.9699999999999988,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,244.83,254.58,1.4300000000000068,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,257.0,265.22,2.4199999999999875,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,266.15,269.35,0.92999999999995,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,271.16,274.92,1.8100000000000025,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,276.15,276.73,1.2299999999999611,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,279.36,284.46,2.6299999999999955,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,287.29,296.02,2.830000000000041,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,297.63,310.35,1.6100000000000136,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,312.23,314.39,1.8799999999999957,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,315.92,318.06,1.5300000000000296,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,319.16,325.88,1.1000000000000227,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,326.8,327.33,0.920000000000016,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,328.62,330.23,1.2900000000000205,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,331.47,332.95,1.240000000000009,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,333.78,335.25,0.8299999999999841,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,336.14,344.52,0.8899999999999864,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,346.27,350.35,1.75,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,352.3,359.16,1.9499999999999889,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,360.3,370.72,1.1399999999999864,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,371.99,372.71,1.2699999999999818,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,373.62,377.8,0.910000000000025,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,378.7,381.1,0.8999999999999773,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/891ffa966bfc607f19e85632b3c717b1.mp3,Merged,382.06,409.53,0.9599999999999796,,411.44
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a682a3c9702686f30c12ade5683017b6.mp3,Merged,1.25,1.88,1.25,,20.022
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a682a3c9702686f30c12ade5683017b6.mp3,Merged,2.78,4.19,0.8999999999999999,,20.022
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a682a3c9702686f30c12ade5683017b6.mp3,Merged,5.2,6.05,1.0099999999999998,,20.022
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a682a3c9702686f30c12ade5683017b6.mp3,Merged,6.87,12.22,0.8200000000000003,,20.022
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a682a3c9702686f30c12ade5683017b6.mp3,Merged,13.06,19.96,0.8399999999999999,,20.022
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f0d2c840412d5b4c7e9acb16670517b6.mp3,Merged,0.82,5.32,0.82,,97.2
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f0d2c840412d5b4c7e9acb16670517b6.mp3,Merged,6.29,31.38,0.9699999999999998,,97.2
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/f0d2c840412d5b4c7e9acb16670517b6.mp3,Merged,32.61,96.49,1.2300000000000004,,97.2
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/3f47c627b7c98da95fff16b42f7717b6.mp3,Merged,1.81,3.91,1.81,,4.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/a6abbbe4d76b8914c0ef0df1879f17b6.mp3,Merged,1.59,16.31,1.59,,16.3
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c4fdb66908f08f5977083ff014e017b1.mp3,Merged,0.6,20.3,0.6,,26.1
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/c4fdb66908f08f5977083ff014e017b1.mp3,Merged,21.67,23.49,1.370000000000001,,26.1
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/e8a96966a5a5f16a334073533bb817b2.mp3,Merged,0.47,1.77,0.47,,2.76
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/72083902bcd4669e283746b649a817bk.mp3,Merged,1.18,3.47,1.18,,105.82
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/72083902bcd4669e283746b649a817bk.mp3,Merged,4.41,28.33,0.94,,105.82
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/72083902bcd4669e283746b649a817bk.mp3,Merged,29.21,105.81,0.8800000000000026,,105.82
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/132472f49127253cd99e09c1848217b7.mp3,Merged,0.47,6.94,0.47,,16.56
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/132472f49127253cd99e09c1848217b7.mp3,Merged,8.31,16.56,1.37,,16.56
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,0.01,3.35,0.01,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,5.65,9.35,2.3000000000000003,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,10.28,12.86,0.9299999999999996,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,13.96,54.59,1.1000000000000014,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,55.9,78.24,1.3099999999999952,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,79.33,103.46,1.0900000000000034,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/61176609f68ad9864bac38c7a51a17bl.mp3,Merged,104.32,108.12,0.8599999999999994,,109.08
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/208362b936d0040e333b4a63d31417b7.mp3,Merged,1.89,18.01,1.89,,34.26
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/208362b936d0040e333b4a63d31417b7.mp3,Merged,19.06,25.22,1.0499999999999972,,34.26
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/208362b936d0040e333b4a63d31417b7.mp3,Merged,26.43,28.68,1.2100000000000009,,34.26
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/208362b936d0040e333b4a63d31417b7.mp3,Merged,30.53,33.62,1.8500000000000012,,34.26
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da9278c5affa03dc325c0aa080b217b1.mp3,Merged,0.91,5.59,0.91,,46.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da9278c5affa03dc325c0aa080b217b1.mp3,Merged,6.61,19.84,1.0200000000000005,,46.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da9278c5affa03dc325c0aa080b217b1.mp3,Merged,20.87,24.78,1.0300000000000011,,46.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da9278c5affa03dc325c0aa080b217b1.mp3,Merged,26.38,28.92,1.599999999999998,,46.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da9278c5affa03dc325c0aa080b217b1.mp3,Merged,29.91,35.51,0.9899999999999984,,46.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/da9278c5affa03dc325c0aa080b217b1.mp3,Merged,42.16,42.71,6.649999999999999,Ma'am आप कल कर लीजिएगा. कल कल callback कर लूं? Time बता सकता है?,46.92
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/2863c48cd8e3f50469c942a968a417bg.mp3,Merged,0.43,4.69,0.43,,5.22
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,0.01,0.94,0.01,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,1.96,19.63,1.02,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,20.84,22.39,1.2100000000000009,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,23.68,30.6,1.2899999999999991,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,31.49,42.71,0.889999999999997,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,44.05,48.77,1.3399999999999963,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/bdf7c15acf19b0896db5e2fe450317b4.mp3,Merged,49.62,52.45,0.8499999999999943,,52.46
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,Merged,1.37,3.44,1.37,,369.222
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,Merged,4.81,7.48,1.3699999999999997,,369.222
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,Merged,8.63,33.54,1.1500000000000004,,369.222
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,Merged,34.92,39.53,1.3800000000000026,,369.222
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,Merged,40.81,41.42,1.2800000000000011,,369.222
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/7d706df204a82e416a6b2b08823f17b6.mp3,Merged,42.25,48.16,0.8299999999999983,,369.222
